1;401;1.000000;1.000000;9.810000;2.735989;-0.006958;1;1.950000;3.100000
2;401;1.000000;1.000000;9.810000;2.894217;-0.006648;1;2.600000;2.950000
3;401;1.000000;1.000000;9.810000;4.594696;-0.001664;1;1.000000;4.750000
4;401;1.000000;1.000000;9.810000;6.165645;0.005506;1;1.000000;4.500000
5;401;1.000000;1.000000;9.810000;4.139892;0.000575;1;0.100000;1.050000
6;401;1.000000;1.000000;9.810000;2.560017;-0.001098;1;2.200000;5.000000
7;401;1.000000;1.000000;9.810000;1.008770;0.006864;1;0.750000;0.900000
8;401;1.000000;1.000000;9.810000;3.101038;0.007060;1;2.000000;3.900000
9;401;1.000000;1.000000;9.810000;5.685452;-0.000388;1;1.900000;4.750000
10;401;1.000000;1.000000;9.810000;1.535783;-0.002961;1;1.200000;4.100000
11;401;1.000000;1.000000;9.810000;3.065126;-0.005481;1;1.750000;4.000000
12;401;1.000000;1.000000;9.810000;5.521186;-0.006266;1;1.500000;4.950000
13;401;1.000000;1.000000;9.810000;3.441660;-0.009642;1;1.900000;3.500000
14;401;1.000000;1.000000;9.810000;5.805738;-0.006089;1;0.950000;2.250000
15;401;1.000000;1.000000;9.810000;5.489622;0.003310;1;4.100000;4.850000
16;401;1.000000;1.000000;9.810000;0.974012;-0.000963;1;3.200000;4.950000
17;401;1.000000;1.000000;9.810000;4.099055;0.005224;1;0.100000;4.250000
18;401;1.000000;1.000000;9.810000;6.229233;-0.004210;1;1.050000;4.500000
19;401;1.000000;1.000000;9.810000;1.779173;0.009936;1;0.150000;1.750000
20;401;1.000000;1.000000;9.810000;0.927836;-0.006508;1;0.500000;4.600000
21;401;1.000000;1.000000;9.810000;4.665787;-0.008992;1;4.600000;4.850000
22;401;1.000000;1.000000;9.810000;5.036822;0.001424;1;3.600000;4.350000
23;401;1.000000;1.000000;9.810000;1.981825;0.009078;1;0.450000;2.750000
24;401;1.000000;1.000000;9.810000;5.804558;-0.005165;1;0.650000;3.650000
25;401;1.000000;1.000000;9.810000;3.832600;-0.002108;1;2.550000;2.700000
26;401;1.000000;1.000000;9.810000;4.268628;0.006394;1;0.700000;2.750000
27;401;1.000000;1.000000;9.810000;4.997742;0.006837;1;1.600000;4.450000
28;401;1.000000;1.000000;9.810000;5.956557;-0.003747;1;1.450000;4.000000
29;401;1.000000;1.000000;9.810000;5.038719;0.006190;1;0.200000;1.800000
30;401;1.000000;1.000000;9.810000;2.169767;-0.003672;1;0.400000;2.900000
31;401;1.000000;1.000000;9.810000;1.543337;-0.003958;1;0.200000;4.100000
32;401;1.000000;1.000000;9.810000;2.756091;0.005599;1;0.600000;0.650000
33;401;1.000000;1.000000;9.810000;6.191794;0.000392;1;0.650000;2.700000
34;401;1.000000;1.000000;9.810000;1.834098;0.001078;1;0.300000;3.850000
35;401;1.000000;1.000000;9.810000;3.175340;-0.006129;1;4.000000;4.750000
36;401;1.000000;1.000000;9.810000;4.061330;0.009264;1;2.950000;4.950000
37;401;1.000000;1.000000;9.810000;5.885403;-0.003765;1;2.650000;4.650000
38;401;1.000000;1.000000;9.810000;4.744515;-0.007699;1;0.000000;3.600000
39;401;1.000000;1.000000;9.810000;3.436286;-0.007490;1;1.300000;2.750000
40;401;1.000000;1.000000;9.810000;1.005018;-0.009415;1;2.300000;4.100000
41;401;1.000000;1.000000;9.810000;4.661226;-0.008030;1;0.000000;2.700000
42;401;1.000000;1.000000;9.810000;5.293168;0.005097;1;0.700000;1.800000
43;401;1.000000;1.000000;9.810000;1.081281;0.001625;1;2.850000;2.950000
44;401;1.000000;1.000000;9.810000;4.710237;0.002406;1;0.400000;4.300000
45;401;1.000000;1.000000;9.810000;1.321992;-0.009203;1;4.550000;4.750000
46;401;1.000000;1.000000;9.810000;5.011078;-0.003653;1;1.250000;3.150000
