0.000;5.738525;-0.365538;0.855304;-0.518127;0.000000
0.050;5.701188;-0.746750;0.835366;-0.549694;0.000000
0.100;5.643628;-1.151187;0.802360;-0.596840;0.000000
0.150;5.564113;-1.590312;0.752417;-0.658687;0.000000
0.200;5.460366;-2.074941;0.680157;-0.733066;0.000000
0.250;5.329651;-2.614295;0.578805;-0.815466;0.000000
0.300;5.168937;-3.214274;0.440853;-0.897579;0.000000
0.350;4.975204;-3.874668;0.259800;-0.965662;0.000000
0.400;4.745946;-4.585155;0.033551;-0.999437;0.000000
0.450;4.479922;-5.320490;-0.230379;-0.973101;0.000000
0.500;4.178099;-6.036449;-0.509230;-0.860631;0.000000
0.550;3.844616;-6.669658;-0.762891;-0.646527;0.000000
0.600;3.487349;-7.145341;-0.940819;-0.338909;0.000000
0.650;3.117615;-7.394693;-0.999713;0.023976;0.000000
0.700;2.748762;-7.377053;-0.923829;0.382805;0.000000
0.750;2.393992;-7.095404;-0.733322;0.679881;0.000000
0.800;2.064233;-6.595181;-0.473655;0.880710;0.000000
0.850;1.766873;-5.947198;-0.194822;0.980839;0.000000
0.900;1.505595;-5.225546;0.065155;0.997875;0.000000
0.950;1.281027;-4.491360;0.285731;0.958310;0.000000
1.000;1.091713;-3.786283;0.460966;0.887418;0.000000
1.050;0.935045;-3.133365;0.593782;0.804626;0.000000
1.100;0.807977;-2.541362;0.690962;0.722891;0.000000
1.150;0.707502;-2.009495;0.759988;0.649938;0.000000
1.200;0.630937;-1.531304;0.807475;0.589902;0.000000
1.250;0.576073;-1.097283;0.838608;0.544735;0.000000
1.300;0.541248;-0.696495;0.857066;0.515206;0.000000
1.350;0.525376;-0.317432;0.865135;0.501539;0.000000
1.400;0.527955;0.051575;0.863839;0.503768;0.000000
1.450;0.549066;0.422223;0.853012;0.521891;0.000000
1.500;0.589377;0.806204;0.831287;0.555843;0.000000
1.550;0.650135;1.215165;0.796002;0.605294;0.000000
1.600;0.733160;1.660510;0.743063;0.669221;0.000000
1.650;0.840805;2.152890;0.666863;0.745180;0.000000
1.700;0.975863;2.701156;0.560454;0.828186;0.000000
1.750;1.141387;3.310494;0.416334;0.909212;0.000000
1.800;1.340360;3.979446;0.228403;0.973567;0.000000
1.850;1.575147;4.695748;-0.004351;0.999991;0.000000
1.900;1.846722;5.431491;-0.272437;0.962174;0.000000
1.950;2.153692;6.139410;-0.550444;0.834872;0.000000
2.000;2.491375;6.753667;-0.795952;0.605359;0.000000
2.050;2.851329;7.199060;-0.958168;0.286205;0.000000
2.100;3.221810;7.409636;-0.996784;-0.080132;0.000000
2.150;3.589344;7.350679;-0.901423;-0.432940;0.000000
2.200;3.940951;7.032144;-0.697167;-0.716909;0.000000
2.250;4.266185;6.504678;-0.431544;-0.902092;0.000000
2.300;4.558234;5.840963;-0.153546;-0.988142;0.000000
2.350;4.813930;5.113938;0.101367;-0.994849;0.000000
2.400;5.033029;4.381978;0.315174;-0.949034;0.000000
2.450;5.217216;3.683727;0.483656;-0.875258;0.000000
2.500;5.369204;3.039755;0.610597;-0.791941;0.000000
2.550;5.492058;2.457084;0.703044;-0.711146;0.000000
2.600;5.588751;1.933859;0.768416;-0.639951;0.000000
2.650;5.661901;1.463014;0.813132;-0.582080;0.000000
2.700;5.713639;1.034749;0.842146;-0.539250;0.000000
2.750;5.745539;0.637996;0.858916;-0.512116;0.000000
