0.000;3.173792;-0.030954;-0.999482;-0.032194;0.000000
0.050;3.171060;-0.054641;-0.999566;-0.029463;0.000000
0.100;3.167244;-0.076318;-0.999671;-0.025649;0.000000
0.150;3.162485;-0.095189;-0.999782;-0.020891;0.000000
0.200;3.156957;-0.110560;-0.999882;-0.015364;0.000000
0.250;3.150864;-0.121863;-0.999957;-0.009271;0.000000
0.300;3.144430;-0.128684;-0.999996;-0.002837;0.000000
0.350;3.137891;-0.130772;-0.999993;0.003702;0.000000
0.400;3.131489;-0.128048;-0.999949;0.010104;0.000000
0.450;3.125458;-0.120614;-0.999870;0.016134;0.000000
0.500;3.120021;-0.108743;-0.999767;0.021570;0.000000
0.550;3.115377;-0.092873;-0.999656;0.026213;0.000000
0.600;3.111698;-0.073587;-0.999553;0.029891;0.000000
0.650;3.109118;-0.051595;-0.999473;0.032469;0.000000
0.700;3.107733;-0.027706;-0.999427;0.033854;0.000000
0.750;3.107593;-0.002798;-0.999422;0.033993;0.000000
0.800;3.108703;0.022213;-0.999459;0.032883;0.000000
0.850;3.111024;0.046407;-0.999533;0.030564;0.000000
0.900;3.114468;0.068894;-0.999632;0.027121;0.000000
0.950;3.118911;0.088849;-0.999743;0.022680;0.000000
1.000;3.124187;0.105535;-0.999849;0.017404;0.000000
1.050;3.130105;0.118340;-0.999934;0.011488;0.000000
1.100;3.136444;0.126793;-0.999987;0.005148;0.000000
1.150;3.142973;0.130581;-0.999999;-0.001381;0.000000
1.200;3.149452;0.129565;-0.999969;-0.007859;0.000000
1.250;3.155641;0.123783;-0.999901;-0.014048;0.000000
1.300;3.161313;0.113447;-0.999806;-0.019719;0.000000
1.350;3.166260;0.098939;-0.999696;-0.024665;0.000000
1.400;3.170300;0.080792;-0.999588;-0.028703;0.000000
1.450;3.173283;0.059674;-0.999498;-0.031685;0.000000
1.500;3.175101;0.036361;-0.999439;-0.033502;0.000000
1.550;3.175687;0.011712;-0.999419;-0.034088;0.000000
1.600;3.175018;-0.013368;-0.999441;-0.033420;0.000000
1.650;3.173121;-0.037957;-0.999503;-0.031523;0.000000
1.700;3.170063;-0.061149;-0.999595;-0.028467;0.000000
1.750;3.165958;-0.082094;-0.999703;-0.024363;0.000000
1.800;3.160957;-0.100019;-0.999812;-0.019364;0.000000
1.850;3.155244;-0.114266;-0.999907;-0.013651;0.000000
1.900;3.149029;-0.124310;-0.999972;-0.007436;0.000000
1.950;3.142540;-0.129781;-1.000000;-0.000947;0.000000
2.000;3.136016;-0.130478;-0.999984;0.005577;0.000000
2.050;3.129697;-0.126374;-0.999929;0.011895;0.000000
2.100;3.123816;-0.117622;-0.999842;0.017776;0.000000
2.150;3.118589;-0.104544;-0.999735;0.023002;0.000000
2.200;3.114208;-0.087620;-0.999625;0.027381;0.000000
2.250;3.110834;-0.067474;-0.999527;0.030754;0.000000
2.300;3.108592;-0.044847;-0.999456;0.032995;0.000000
2.350;3.107563;-0.020571;-0.999421;0.034023;0.000000
2.400;3.107786;0.004461;-0.999429;0.033800;0.000000
2.450;3.109253;0.029330;-0.999477;0.032334;0.000000
2.500;3.111909;0.053120;-0.999559;0.029680;0.000000
2.550;3.115656;0.074956;-0.999664;0.025933;0.000000
